PassengerId,Survived
1075,0.1513643871433518
1076,0.7133083283901215
1077,0.07446440994739532
1078,0.8921308684349061
1079,0.21660605907440186
1080,0.029936125725507738
1081,0.09364364445209503
1082,0.04382501751184464
1083,0.14309614330530168
1084,0.7535478913784027
1085,0.182524753510952
1086,0.8778978514671325
1087,0.05233996778726578
1088,0.9534581661224365
1089,0.4131876373291016
1090,0.033106373846530916
1091,0.36634638369083405
1092,0.5957381939888
1093,0.9666571974754333
1094,0.35220334649086
1095,0.9066888999938965
1096,0.034407828003168106
1097,0.11809614330530166
1098,0.34749262525354113
1099,0.030784077644348144
1100,0.9188415038585662
1101,0.01957911491394043
1102,0.30979526340961455
1103,0.01717793382704258
1104,0.0699600474536419
1105,0.8430449914932251
1106,0.23376477956771852
1107,0.1989450514316559
1108,0.8540387058258057
1109,0.13630749378353357
1110,0.9594404804706573
1111,0.05424569547176361
1112,0.8744452464580537
1113,0.04323805123567581
1114,0.9038047405083973
1115,0.40412908166646955
1116,0.9262832021713256
1117,0.3876008367538452
1118,0.07248157039284706
1119,0.8375447136079592
1120,0.03783857710659504
1121,0.07213435798883439
1122,0.10335381627082825
1123,0.9722525131702423
1124,0.07637022227048873
1125,0.05617033267438598
1126,0.3476928102970123
1127,0.0790673691034317
1128,0.33300859868526456
1129,0.6137586987018585
1130,0.8505236053466797
1131,0.9922375929355621
1132,0.8778017485141754
1133,0.9423470115661621
1134,0.32160503983497624
1135,0.048296644378705574
1136,0.836187036037445
1137,0.44451149106025695
1138,0.8546814072132111
1139,0.06130318865180016
1140,0.9408412277698517
1141,0.2721799010038376
1142,0.8921175420284271
1143,0.13212020258108775
1144,0.33830202400684356
1145,0.019102590270340444
1146,0.08451473116874694
1147,0.02403046377003193
1148,0.1513643871433518
1149,0.0578356060385704
1150,0.7688050639629365
1151,0.07925911525885264
1152,0.028217933252453805
1153,0.05645701497793198
1154,0.916277813911438
1155,0.9296060860157013
1156,0.10846295088529587
1157,0.05354565389745194
1158,0.01887037616223097
1159,0.02403046377003193
1160,0.2738733375072479
1161,0.03685671463608742
1162,0.1851014745235443
1163,0.1513643871433518
1164,0.8461571276187897
1165,0.7557944178581237
1166,0.05722563713788986
1167,0.9495522332191467
1168,0.056789372116327286
1169,0.02248195745050907
1170,0.03498240128159523
1171,0.06335016511380673
1172,0.10534993022680282
1173,0.9722026944160461
1174,0.8375447136079592
1175,0.2085215190052986
1176,0.8768262135982514
1177,0.00960263330489397
1178,0.02403046377003193
1179,0.3699529600143433
1180,0.12685212939427185
1181,0.05424569547176361
1182,0.05227672725915909
1183,0.2229380342364311
1184,0.1411395459105872
1185,0.4211852884292603
1186,0.08145638704299926
1187,0.044159166514873505
1188,0.9287023663520813
1189,0.09986820787191392
1190,0.04727672725915909
1191,0.09381622640483853
1192,0.12808451120058695
1193,0.2530307941436768
1194,0.01375025138258934
1195,0.07410259027034044
1196,0.8375447136079592
1197,0.901219494342804
1198,0.21813037544488906
1199,0.9068962371349334
1200,0.2290150260925293
1201,0.10671498388051986
1202,0.05000397130846977
1203,0.5475197404623031
1204,0.02403046377003193
1205,0.18466126425777163
1206,0.9718454587459564
1207,0.6994510889053345
1208,0.20354248583316803
1209,0.2885521697898705
1210,0.3046347236633301
1211,0.10632111012935638
1212,0.18831368811925253
1213,0.1613420685510787
1214,0.47430133402347563
1215,0.8126852130889892
1216,0.9776699149608612
1217,0.04764864802360535
1218,0.9256810998916626
1219,0.0991654851535956
1220,0.17117105260491372
1221,0.029274788796901704
1222,0.9601971817016601
1223,0.5077839052677154
1224,0.05722563713788986
1225,0.694056260585785
1226,0.1314946460723877
1227,0.2262709676027298
1228,0.40699212610721586
1229,0.01846928458660841
1230,0.2166286164522171
1231,0.8913001883029938
1232,0.2331355031232039
1233,0.05377055212855339
1234,0.04640661448861162
1235,0.984646430015564
1236,0.9800344014167786
1237,0.7793788480758668
1238,0.12274491995573043
1239,0.6076172286272049
1240,0.05646682225167751
1241,0.9237453210353852
1242,0.9823512387275696
1243,0.034407828003168106
1244,0.043432706370949745
1245,0.15933264364798866
1246,0.8624627363681794
1247,0.23176258459687232
1248,0.9385595631599426
1249,0.05617033267438598
1250,0.1513643871433518
1251,0.42983044326305386
1252,0.013337396774441004
1253,0.9568864464759826
1254,0.8896437275409699
1255,0.5162038969993592
1256,0.9722520518302917
1257,0.3795500886440277
1258,0.01904930464923382
1259,0.3746288624405861
1260,0.9879552674293518
1261,0.43846295088529585
1262,0.06558647741874059
1263,0.992203528881073
1264,0.061968238279223445
1265,0.3545011940598488
1266,0.9812147569656372
1267,0.9829040670394897
1268,0.17380814224481583
1269,0.041774788796901705
1270,0.04060029678046703
1271,0.45619888305664064
1272,0.1513643871433518
1273,0.13041316449642182
1274,0.3993154138326645
1275,0.5892637073993683
1276,0.37346295088529585
1277,0.954797636270523
1278,0.06714063699046771
1279,0.07942140247672796
1280,0.08551693268358965
1281,0.059259413927793506
1282,0.4022007125616074
1283,0.9525551414489746
1284,0.8133670449256897
1285,0.0786181103438139
1286,0.09951540820300579
1287,0.9962637424468994
1288,0.03166068077087402
1289,0.9754443573951721
1290,0.08164441615343093
1291,0.04651792451739311
1292,0.9739747297763824
1293,0.013552172109484673
1294,0.9902939748764038
1295,0.08510183408856392
1296,0.20907046526670456
1297,0.3406775775551796
1298,0.07895932085315387
1299,0.14037750199437143
1300,0.8383979582559495
1301,0.8403638553619385
1302,0.8375447136079592
1303,0.9956836402416229
1304,0.40879939246177677
1305,0.05424569547176361
1306,0.9951694309711456
1307,0.011854925304651261
1308,0.05424569547176361
1309,0.9529940354824067
